id;fpath;sentence;remove_start;remove_end;removed;type;original_removetype;original_removetype_cast;short_sent;cons_score;ual;la
3076;Train/arborest_ud211.conllu;Hoonesse siseneb kümme miilitsat koertega .;0;8;Hoonesse;free;yes;free;siseneb kümme miilitsat koertega .;80.0;80.0;80.0
3077;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Võimalikud komplikatsioonid sel puhul on uriinileke kateetri kõrvalt , põiekivide teke , uroinfektsioon , kateetri obstruktsioon ja naha infektsioon .;28;37;sel puhul;free;yes;free;Võimalikud komplikatsioonid on uriinileke kateetri kõrvalt , põiekivide teke , uroinfektsioon , kateetri obstruktsioon ja naha infektsioon .;100.0;100.0;100.0
3078;Train/ilu_maailm_ud211.conllu;Ta kukkus seljaga vastu alumise reformvoodi serva .;10;17;seljaga;free;yes;free;Ta kukkus vastu alumise reformvoodi serva .;100.0;100.0;100.0
3079;Train/aja_pm20001004_osa_2_ud211.conllu;Avaliku arvamuse uuringute kvaliteet ja nende alusel esitatavad numbrid ei ole veel sotsioloogia .;40;52;nende alusel;bound;yes;free;Avaliku arvamuse uuringute kvaliteet ja esitatavad numbrid ei ole veel sotsioloogia .;100.0;100.0;100.0
3080;Train/aja_ee200110_osa_1_ud211.conllu;Sposato väitel põgenes tema ekslauljast pruut Inglismaale Eesti politsei ahistamise eest .;58;88;Eesti politsei ahistamise eest;free;yes;free;Sposato väitel põgenes tema ekslauljast pruut Inglismaale .;75.0;75.0;87.5
3081;Train/aja_horisont2000_osa_5_ud211.conllu;Sõitsime ettevaatlikult lähemale , et sellest looduse veidrusest pilti teha .;38;64;sellest looduse veidrusest;free;yes;free;Sõitsime ettevaatlikult lähemale , et pilti teha .;100.0;100.0;100.0
3082;Train/aja_pm20001004_osa_1_ud211.conllu;Nii kahandaski Sangla Turba ekskavaator briketihunnikut kopaga , linttraktor lükkas põleva ja hõõguva küttematerjali laiali .;56;62;kopaga;free;yes;free;Nii kahandaski Sangla Turba ekskavaator briketihunnikut , linttraktor lükkas põleva ja hõõguva küttematerjali laiali .;100.0;100.0;100.0
3083;Train/aja_ml200247_osa_2_ud211.conllu;Eesti saatkond Saksamaal alustas tegevust Bonnis aastal 1991 ja kolis Berliini aastal 1999 .;42;48;Bonnis;free;yes;free;Eesti saatkond Saksamaal alustas tegevust aastal 1991 ja kolis Berliini aastal 1999 .;;;
3084;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Adsorbeerivad sidemed on näidustatud juhul , kui korduv kateteriseerimine ja parasümpaatilised ravimid ei anna soovitud tulemust ning kognitiivsete häirete tõttu ei ole patsient koostöövõimeline .;37;42;juhul;free;yes;free;Adsorbeerivad sidemed on näidustatud , kui korduv kateteriseerimine ja parasümpaatilised ravimid ei anna soovitud tulemust ning kognitiivsete häirete tõttu ei ole patsient koostöövõimeline .;91.7;100.0;91.7
3085;Train/aja_epl20061216_ud211.conllu;Vallavanem Peeter Rahnel lausus , et mulkide maa , kultuuri ja meele märgistamist oli arutatud juba aastaid ning Abja-Paluojja seatud sümbol on seega ühise mõttetöö tulemus .;95;107;juba aastaid;free;yes;free;Vallavanem Peeter Rahnel lausus , et mulkide maa , kultuuri ja meele märgistamist oli arutatud ning Abja-Paluojja seatud sümbol on seega ühise mõttetöö tulemus .;100.0;100.0;100.0
3086;Train/aja_luup200202_osa_3_ud211.conllu;Neis ettevõtetes , kuhu riik jätab oma osaluse , tuleks aga selgeks teha omandiõigused ning sularahavoo kasutamine .;0;48;Neis ettevõtetes , kuhu riik jätab oma osaluse ,;free;yes;free;tuleks aga selgeks teha omandiõigused ning sularahavoo kasutamine .;100.0;100.0;100.0
3087;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Rahaline hüvitis makstakse Eestist teise Euroopa liikmesriiki lähetatud töötajatele .;27;34;Eestist;bound;yes;free;Rahaline hüvitis makstakse teise Euroopa liikmesriiki lähetatud töötajatele .;88.9;88.9;100.0
3088;Train/aja_ee200110_osa_4_ud211.conllu;The Global Beauties on internetilehekülg , mida peavad USAs Miamis kaks latiinot .;55;59;USAs;free;yes;free;The Global Beauties on internetilehekülg , mida peavad Miamis kaks latiinot .;100.0;100.0;100.0
3089;Train/aja_pm20001004_osa_2_ud211.conllu;Samuti on loodud Ülim Ema , kes saadab teispoolsusest oma last kõikjal ja kõigiti ning õpetab talle nähtamatu maailma tunnetamist , nii et laps ei saa arugi , kustkohast talle eksistentsiaalsed äratundmised tulid .;94;99;talle;free;yes;free;Samuti on loodud Ülim Ema , kes saadab teispoolsusest oma last kõikjal ja kõigiti ning õpetab nähtamatu maailma tunnetamist , nii et laps ei saa arugi , kustkohast talle eksistentsiaalsed äratundmised tulid .;87.9;97.0;90.9
3090;Train/aja_ml200247_osa_3_ud211.conllu;Riigikogu võttis eelmisel kolmapäeval vastu uue planeerimisseaduse , mis annab keskkonnainspektsioonile uuest aastast õiguse sundlammutada looduskaitsealadele ning ranna- ja kaldakaitsevööndisse ebaseaduslikult püstitatud ehitisi .;139;194;looduskaitsealadele ning ranna- ja kaldakaitsevööndisse;bound;yes;free;Riigikogu võttis eelmisel kolmapäeval vastu uue planeerimisseaduse , mis annab keskkonnainspektsioonile uuest aastast õiguse sundlammutada ebaseaduslikult püstitatud ehitisi .;94.7;94.7;94.7
3091;Train/tea_geofyysika.conllu;Rahvusvaheline Meteoroloogia Organisatsioon esitas 1963. a. ÜRO-le ettepaneku globaalsete ilmavaatluste juurutamiseks programmina World Weather Watch .;118;149;programmina World Weather Watch;bound;yes;free;Rahvusvaheline Meteoroloogia Organisatsioon esitas 1963. a. ÜRO-le ettepaneku globaalsete ilmavaatluste juurutamiseks .;100.0;100.0;100.0
3092;Train/ilu_vilep_ud211.conllu;Jälle kollane -- tegi ta tähelepaneku , kui buss käänaku tagant välja ilmus .;49;63;käänaku tagant;free;yes;free;Jälle kollane -- tegi ta tähelepaneku , kui buss välja ilmus .;100.0;100.0;100.0
3093;Train/arborest_ud211.conllu;Ta valas suure pitsi ääreni täis .;21;27;ääreni;free;yes;free;Ta valas suure pitsi täis .;83.3;100.0;83.3
3094;Train/aja_ml200247_osa_2_ud211.conllu;Sakslased ei tee vahet , kas võõrtöölise puhul on tegemist poolaka või eestlasega .;29;46;võõrtöölise puhul;bound;yes;free;Sakslased ei tee vahet , kas on tegemist poolaka või eestlasega .;91.7;100.0;91.7
3095;Train/aja_ml200247_osa_2_ud211.conllu;""" Ma ikka veel usun nende lubadusi , et järgmisel ja jälle järgmisel ja jälle järgmisel nädalal vaatame , "" ütles peremees talust , kus peetakse paarikümmend piimalehma .";123;168;talust , kus peetakse paarikümmend piimalehma;free;yes;free;""" Ma ikka veel usun nende lubadusi , et järgmisel ja jälle järgmisel ja jälle järgmisel nädalal vaatame , "" ütles peremees .";87.0;87.0;91.3
3096;Train/tea_AA_05_6_ud211.conllu;John Madison , John Jay ning Alexander Hamilton kirjutasid aastal 1787 konstitutsiooni kiiremaks läbisurumiseks terve seeria esseesid , mis avaldati nime all “ The Federalist Papers ” [ 21 ] .;59;70;aastal 1787;free;yes;free;John Madison , John Jay ning Alexander Hamilton kirjutasid konstitutsiooni kiiremaks läbisurumiseks terve seeria esseesid , mis avaldati nime all “ The Federalist Papers ” [ 21 ] .;96.6;96.6;96.6
3097;Train/tea_toohoive.conllu;Andmetest ilmneb , et ehitistesse tehtud investeeringud mõjutasid tööhõivet mõlemal vaadeldaval aastal tugevalt ja positiivselt .;0;9;Andmetest;free;yes;free;ilmneb , et ehitistesse tehtud investeeringud mõjutasid tööhõivet mõlemal vaadeldaval aastal tugevalt ja positiivselt .;100.0;100.0;100.0
3098;Train/aja_luup200106_osa_5_ud211.conllu;Oli ka terve rida kaubaartikleid , mida tsaar ei lubanud Soome lahe linnade kaudu Venemaalt välja vedada .;57;81;Soome lahe linnade kaudu;free;yes;free;Oli ka terve rida kaubaartikleid , mida tsaar ei lubanud Venemaalt välja vedada .;64.3;64.3;85.7
3099;Dev/aja_luup200009_ud211.conllu;Üks asi näikse selge olevat : kui mõnes riigis rahvas või väga suur osa rahvast enam ei oska , ei taha , ei viitsi , ei julge ( häbeneb ) tööd teha , siis pole sellel rahval mingit väljavaadet üha karmistuvas konkurentsis ellu jääda .;193;221;üha karmistuvas konkurentsis;free;yes;free;Üks asi näikse selge olevat : kui mõnes riigis rahvas või väga suur osa rahvast enam ei oska , ei taha , ei viitsi , ei julge ( häbeneb ) tööd teha , siis pole sellel rahval mingit väljavaadet ellu jääda .;83.3;85.7;92.9
3100;Train/aja_horisont2000_osa_3_ud211.conllu;Me ei tea geenidest aga veel ligilähedaseltki nii palju , et võiksime endale seda lubada .;70;76;endale;free;yes;free;Me ei tea geenidest aga veel ligilähedaseltki nii palju , et võiksime seda lubada .;86.7;86.7;100.0
3101;Train/tea_dr8047.conllu;Viimaste all mõistetakse rasvhappeid , millistel võib olla erinev C-aatomite ja kaksiksidemete arv , kuid esimene kaksikside on nendes molekulides samas kohas .;128;146;nendes molekulides;free;yes;free;Viimaste all mõistetakse rasvhappeid , millistel võib olla erinev C-aatomite ja kaksiksidemete arv , kuid esimene kaksikside on samas kohas .;100.0;100.0;100.0
3102;Train/aja_ee200110_osa_10_ud211.conllu;Ta kirjeldas kohutavaid meditsiiniprotseduure ja omaenda füüsilist seisu ( viimased paar aastat suhtles ta kõrivähi ohvrina maailmaga põhiliselt taskuplokki kritseldatud lausete või e-mailide kaudu ) , kuid selle kõrval olid uskumatu vaimukus , ebatavaline avameelsus ja suutlikkus oma saatust teades siiski edasi elada kui dünaamiline ja loov inimene .;107;123;kõrivähi ohvrina;free;yes;free;Ta kirjeldas kohutavaid meditsiiniprotseduure ja omaenda füüsilist seisu ( viimased paar aastat suhtles ta maailmaga põhiliselt taskuplokki kritseldatud lausete või e-mailide kaudu ) , kuid selle kõrval olid uskumatu vaimukus , ebatavaline avameelsus ja suutlikkus oma saatust teades siiski edasi elada kui dünaamiline ja loov inimene .;91.5;93.6;97.9
3103;Train/tea_dr8047.conllu;Ka P. K. Mayo jt. ( 1995 ) teatasid , et rikastatud munade kaudu nädala jooksul saadud 800 mg ω-3-rasvhappeid vähendas märgatavalt vereliistakute agregatsiooni katsealuste grupis .;65;79;nädala jooksul;free;yes;free;Ka P. K. Mayo jt. ( 1995 ) teatasid , et rikastatud munade kaudu saadud 800 mg ω-3-rasvhappeid vähendas märgatavalt vereliistakute agregatsiooni katsealuste grupis .;;;
3104;Train/ilu_maailm_ud211.conllu;""" Hea küll , Tamur , "" ütles Kala ja vinnas oma luise kere püsti , "" kus toas me kaarte mängime , kas meil või teil ?";96;115;, kas meil või teil;free;yes;free;""" Hea küll , Tamur , "" ütles Kala ja vinnas oma luise kere püsti , "" kus toas me kaarte mängime ?";60.9;73.9;78.3
3105;Train/ilu_kivirahk_ud211.conllu;"Käigu persse oma tõega ! """;13;22;oma tõega;free;yes;free;"Käigu persse ! """;100.0;100.0;100.0
3106;Train/ilu_valton_ud211.conllu;Enamasti oli ta päevasel ajal põllul või töökojas , aga täna lonkis ringi .;16;29;päevasel ajal;bound;yes;free;Enamasti oli ta põllul või töökojas , aga täna lonkis ringi .;100.0;100.0;100.0
3107;Train/aja_ee200110_osa_10_ud211.conllu;"See on värssides "" 14. juunil 1940. aastal saabusid esimesed / vangide eshelonid Oswiecimi "" .";19;42;14. juunil 1940. aastal;unnatural;yes;free;"See on värssides "" saabusid esimesed / vangide eshelonid Oswiecimi "" .";83.3;83.3;91.7
3108;Train/aja_horisont2000_osa_6_ud211.conllu;Ajaloolised sündmused hakkasid hargnema juba järgmisel päeval - 9. juunil , kui ligikaudu 4 meremiili kaugusel Osmussaarest kirdes heideti ankur .;40;73;juba järgmisel päeval - 9. juunil;free;yes;free;Ajaloolised sündmused hakkasid hargnema , kui ligikaudu 4 meremiili kaugusel Osmussaarest kirdes heideti ankur .;100.0;100.0;100.0
3109;Train/tea_AA_05_6_ud211.conllu;Igal ajahetkel toimub vaadeldavas süsteemis vaid ühe andmelõime töötlemine .;22;43;vaadeldavas süsteemis;free;yes;free;Igal ajahetkel toimub vaid ühe andmelõime töötlemine .;87.5;100.0;87.5
3110;Train/aja_ee200110_osa_2_ud211.conllu;Ülalkirjeldatud meditsiiniline protseduur leiab aset Pirital Tippspordi Uuringukeskuses teisipäeval umbes veerand viis pärast lõunat .;119;132;pärast lõunat;bound;yes;free;Ülalkirjeldatud meditsiiniline protseduur leiab aset Pirital Tippspordi Uuringukeskuses teisipäeval umbes veerand viis .;92.3;100.0;92.3
3111;Train/aja_pm20001004_osa_1_ud211.conllu;Aidsiennetuskeskuse üks ülesandeid on jagada noortele konsultatsiooni .;45;53;noortele;free;yes;free;Aidsiennetuskeskuse üks ülesandeid on jagada konsultatsiooni .;42.9;42.9;57.1
3112;Train/aja_pm20001004_osa_3_ud211.conllu;Samas on tema sõnul selline karistus liiga leebe , sest kütuse õigsust kontrollitakse väga vähe ja inimesi selline trahv ei hirmuta .;9;19;tema sõnul;free;yes;free;Samas on selline karistus liiga leebe , sest kütuse õigsust kontrollitakse väga vähe ja inimesi selline trahv ei hirmuta .;100.0;100.0;100.0
3113;Train/aja_ml200247_osa_2_ud211.conllu;Samal ajal pakkus Walesi prints Eesti presidendile oma tehases toodetud maheküpsiseid , vestlusteemadeks mahepõllundus ja päevapoliitika .;32;50;Eesti presidendile;free;yes;free;Samal ajal pakkus Walesi prints oma tehases toodetud maheküpsiseid , vestlusteemadeks mahepõllundus ja päevapoliitika .;93.3;100.0;93.3
3114;Train/aja_sloleht20071217_ud211.conllu;""" Ta küll kippus lõpus väsima , aga kui sul on minekupäev , pole midagi tagasi hoida , "" muheles Tali .";17;22;lõpus;free;yes;free;""" Ta küll kippus väsima , aga kui sul on minekupäev , pole midagi tagasi hoida , "" muheles Tali .";81.0;81.0;90.5
3115;Train/aja_ml200247_osa_2_ud211.conllu;Siis sõidavad nad kähku kahekümne kilomeetri kaugusele Märjamaale vaatama , kas midagi on pangakontole jõudnud .;55;65;Märjamaale;free;yes;free;Siis sõidavad nad kähku kahekümne kilomeetri kaugusele vaatama , kas midagi on pangakontole jõudnud .;100.0;100.0;100.0
3116;Train/aja_sloleht20071217_ud211.conllu;Ministri arvates tuleb hiljemalt 2012. aastal nõuda majaomanikelt uut tegevusplaani , et vähendada küttekulu veel 30 % võrra .;52;65;majaomanikelt;free;yes;free;Ministri arvates tuleb hiljemalt 2012. aastal nõuda uut tegevusplaani , et vähendada küttekulu veel 30 % võrra .;;;
3117;Train/aja_ee200110_osa_10_ud211.conllu;"Ma vahtisin reede õhtul Lasnamäe ääre pimedusse ja tundsin , et pean olema ühelt poolt leebem ja parem inimeste vastu ; ja teiselt poolt veelgi karmim jama suhtes .";103;117;inimeste vastu;bound;yes;free;"Ma vahtisin reede õhtul Lasnamäe ääre pimedusse ja tundsin , et pean olema ühelt poolt leebem ja parem ; ja teiselt poolt veelgi karmim jama suhtes .";96.3;96.3;96.3
3118;Train/aja_pm19980926e_ud211.conllu;Naiskülalised võtsid korterisse sisenedes kohe oma mustad mantlid ja pearätid maha ning lausa särasid oma värvilistes tualettides .;21;31;korterisse;free;yes;free;Naiskülalised võtsid sisenedes kohe oma mustad mantlid ja pearätid maha ning lausa särasid oma värvilistes tualettides .;100.0;100.0;100.0
3119;Train/tea_AA_05_6_ud211.conllu;Tiigrihüppe Sihtasutus on aastaid toetanud multimeedia-õpitarkvara loomist ja hankimist Eesti koolidele , kokku on ajavahemikus 1997-2005 jõudnud koolidesse üle 100 nimetuse ainealast õpitarkvara .;26;33;aastaid;free;yes;free;Tiigrihüppe Sihtasutus on toetanud multimeedia-õpitarkvara loomist ja hankimist Eesti koolidele , kokku on ajavahemikus 1997-2005 jõudnud koolidesse üle 100 nimetuse ainealast õpitarkvara .;47.8;52.2;65.2
3120;Train/aja_luup200202_osa_3_ud211.conllu;Neid saab vähendada aga alles siis , kui vanade koolimajade asemel ehitatakse uued ja ökonoomsemad .;41;66;vanade koolimajade asemel;bound;yes;free;Neid saab vähendada aga alles siis , kui ehitatakse uued ja ökonoomsemad .;100.0;100.0;100.0
3121;Train/aja_luup200106_osa_3_ud211.conllu;Omapäi ei lasta meil siin Läänemere kaldal pikalt olla .;21;42;siin Läänemere kaldal;free;yes;free;Omapäi ei lasta meil pikalt olla .;57.1;71.4;71.4
3122;Train/aja_pm19980926e_ud211.conllu;Need on mitu tuhat aastat vanad varemed esmaklassiliste kivisse raiutud joonistustega , mille esialgse otsatarbe üle vaieldakse veel praegugi .;8;25;mitu tuhat aastat;free;yes;free;Need on vanad varemed esmaklassiliste kivisse raiutud joonistustega , mille esialgse otsatarbe üle vaieldakse veel praegugi .;94.1;94.1;100.0
3123;Train/aja_epl20061216_ud211.conllu;Põhja-Eesti päästekeskus sai väljakutse Regati puiesteel asuvast kahekorruselisest eramust kolmapäeva varahommikul kell 5.23 .;40;90;Regati puiesteel asuvast kahekorruselisest eramust;free;yes;free;Põhja-Eesti päästekeskus sai väljakutse kolmapäeva varahommikul kell 5.23 .;100.0;100.0;100.0
3124;Train/aja_ee199920_osa_2_ud211.conllu;Vene noored naudivad õppimist eesti koolis ega muretse tuleviku pärast rahvuste vahelistes suhetes .;30;42;eesti koolis;bound;yes;free;Vene noored naudivad õppimist ega muretse tuleviku pärast rahvuste vahelistes suhetes .;66.7;83.3;83.3
3125;Train/aja_sloleht20071217_ud211.conllu;"Tollal ei liikunud info nii hästi , et ma suutnuks kõik väljad täita , aga näiteks kergejõustikus sain sellega enam-vähem hakkama . """;103;110;sellega;free;yes;free;"Tollal ei liikunud info nii hästi , et ma suutnuks kõik väljad täita , aga näiteks kergejõustikus sain enam-vähem hakkama . """;86.4;86.4;100.0
3126;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Täies hoos on ettevalmistused 15. ja 16. aprillil Tallinnas Salme kultuurikeskuses toimuvateks Eesti Arstide Päevadeks , kuhu on teretulnud kõik tohtrid .;60;82;Salme kultuurikeskuses;free;yes;free;Täies hoos on ettevalmistused 15. ja 16. aprillil Tallinnas toimuvateks Eesti Arstide Päevadeks , kuhu on teretulnud kõik tohtrid .;80.0;90.0;80.0
3127;Train/aja_ee199920_osa_3_ud211.conllu;Sinna hulka on arvatud nii need summad , mille vanemad kulutavad lastele , kui ka too tähelepanuväärne näitaja , mis peegeldab seda , mil määral lapsed mõjutavad rahakulutamisotsuseid perekonnas .;184;194;perekonnas;free;yes;free;Sinna hulka on arvatud nii need summad , mille vanemad kulutavad lastele , kui ka too tähelepanuväärne näitaja , mis peegeldab seda , mil määral lapsed mõjutavad rahakulutamisotsuseid .;79.3;86.2;82.8
3128;Train/aja_luup200202_osa_1_ud211.conllu;Poliitiline eliit jaguneb ses küsimuses kaheks - võideldes oma huvide eest , kasutavad protestiaktsioone just vasakpoolsemad parteid .;26;39;ses küsimuses;free;yes;free;Poliitiline eliit jaguneb kaheks - võideldes oma huvide eest , kasutavad protestiaktsioone just vasakpoolsemad parteid .;87.5;87.5;100.0
3129;Dev/aja_luup200009_ud211.conllu;Teiste sõnadega , kui Kuu oleks Maast 10 korda kaugemal kui praegu , oleks tema tõmme 100 korda nõrgem , loodejõud aga 1000 korda nõrgem .;32;37;Maast;free;yes;free;Teiste sõnadega , kui Kuu oleks 10 korda kaugemal kui praegu , oleks tema tõmme 100 korda nõrgem , loodejõud aga 1000 korda nõrgem .;100.0;100.0;100.0
